val,frq,min_freq,max_freq,FreqOverride,log_time
5,2133000,204000000,2133000000,1,0.1392683982849121
5,2133000,204000000,2133000000,1,0.1392683982849121
1,3199000,204000000,3199000000,1,1.2118217945098877
1,3199000,204000000,3199000000,1,2.548295259475708
1,3199000,204000000,3199000000,1,3.7805473804473877
2,3199000,204000000,3199000000,1,4.940284490585327
1,3199000,204000000,3199000000,1,6.306494951248169
1,3199000,204000000,3199000000,1,7.632438898086548
2,3199000,204000000,3199000000,1,8.844795227050781
2,3199000,204000000,3199000000,1,9.999273777008057
3,3199000,204000000,3199000000,1,11.1016845703125
7,3199000,204000000,3199000000,1,12.264134407043457
9,3199000,204000000,3199000000,1,13.40961217880249
10,3199000,204000000,3199000000,1,14.635363101959229
10,3199000,204000000,3199000000,1,15.805327892303467
11,3199000,204000000,3199000000,1,16.933797121047974
10,3199000,204000000,3199000000,1,18.049566984176636
11,3199000,204000000,3199000000,1,19.22496724128723
10,3199000,204000000,3199000000,1,20.356653213500977
11,3199000,204000000,3199000000,1,21.62965989112854
11,3199000,204000000,3199000000,1,22.80112338066101
11,3199000,204000000,3199000000,1,23.988831996917725
10,3199000,204000000,3199000000,1,25.1571683883667
10,3199000,204000000,3199000000,1,26.297539472579956
10,3199000,204000000,3199000000,1,27.480233430862427
11,3199000,204000000,3199000000,1,28.639065980911255
11,3199000,204000000,3199000000,1,29.780761241912842
11,3199000,204000000,3199000000,1,30.980236530303955
10,3199000,204000000,3199000000,1,32.10191512107849
11,3199000,204000000,3199000000,1,33.31399202346802
10,3199000,204000000,3199000000,1,34.47651982307434
11,3199000,204000000,3199000000,1,35.70210838317871
10,3199000,204000000,3199000000,1,36.83364987373352
11,3199000,204000000,3199000000,1,38.047279357910156
11,3199000,204000000,3199000000,1,39.222376346588135
11,3199000,204000000,3199000000,1,40.38951802253723
10,3199000,204000000,3199000000,1,41.52632403373718
11,3199000,204000000,3199000000,1,42.77849888801575
11,3199000,204000000,3199000000,1,43.956032276153564
10,3199000,204000000,3199000000,1,45.14314365386963
10,3199000,204000000,3199000000,1,46.30245614051819
10,3199000,204000000,3199000000,1,47.519452810287476
11,3199000,204000000,3199000000,1,48.69168210029602
