Error1,Error2,Error3,Error4,Power_target,p1,p11,p1-t,p11-t,p11-p1,obs_pwd,pred_pwd
-4.353333333333336,17.733333333333334,23.09193559629191,5.0434858612060545,15,14.347,17.66,-0.6530000000000005,2.66,3.3130000000000006,10_422400_624750000_3199000000,6_576000_522750000_665600000
-10.331250000000002,10.375,23.09193559629191,5.0434858612060545,16,14.347,17.66,-1.6530000000000005,1.6600000000000001,3.3130000000000006,10_422400_624750000_3199000000,8_729600_522750000_665600000
-15.60588235294118,6.5970588235294185,26.308635951766927,2.554595803833004,17,14.347,18.1215,-2.6530000000000005,1.121500000000001,3.7745000000000015,10_422400_624750000_3199000000,8_1190400_522750000_665600000
-20.294444444444448,9.244444444444452,37.06001254617692,-7.186196166992182,18,14.347,19.664,-3.6530000000000005,1.6640000000000015,5.317000000000002,10_422400_624750000_3199000000,6_576000_522750000_2133000000
-0.6684210526315731,15.657894736842112,16.436178667938325,-14.742363433837886,19,18.873,21.975,-0.1269999999999989,2.9750000000000014,3.1020000000000003,4_1344000_318750000_2133000000,6_883200_624750000_2133000000
-0.0849999999999973,13.420000000000003,13.516489015663316,-8.612903804016108,20,19.983,22.684,-0.01699999999999946,2.684000000000001,2.7010000000000005,4_1036800_420750000_2133000000,8_1036800_624750000_2133000000
-0.1523809523809525,11.780952380952382,11.951545211751242,-6.212388775634764,21,20.968,23.474,-0.03200000000000003,2.474,2.5060000000000002,12_729600_522750000_2133000000,8_1036800_726750000_2133000000
-0.13636363636364154,7.645454545454538,7.792444242148383,-2.5325499023437503,22,21.97,23.682,-0.030000000000001137,1.6819999999999986,1.7119999999999997,12_883200_624750000_2133000000,6_1497600_624750000_2133000000
-1.4260869565217364,12.082608695652173,13.704128440366969,-2.9713297775268543,23,22.672,25.779,-0.3279999999999994,2.779,3.1069999999999993,8_1190400_624750000_2133000000,12_1036800_828750000_2133000000
-0.10416666666666075,0.5000000000000042,0.6047966631908219,4.951408311462408,24,23.975,24.12,-0.02499999999999858,0.120000000000001,0.14499999999999957,12_1036800_726750000_2133000000,12_729600_1032750000_2133000000
-0.2879999999999967,5.908000000000001,6.21389602053915,-1.2222309738159132,25,24.928,26.477,-0.07199999999999918,1.4770000000000003,1.5489999999999995,10_1497600_726750000_2133000000,12_1344000_828750000_2133000000
-1.642307692307691,5.688461538461535,7.453173268681808,-1.269448139953605,26,25.573,27.479,-0.4269999999999996,1.4789999999999992,1.9059999999999988,10_1651200_726750000_2133000000,12_1497600_828750000_2133000000
-0.08518518518518403,0.31111111111110973,0.3966341698483868,0.481741322326662,27,26.977,27.084,-0.022999999999999687,0.08399999999999963,0.10699999999999932,6_1651200_828750000_2133000000,12_1036800_828750000_3199000000
-0.06607142857142685,1.3589285714285764,1.4259421403427297,0.3635526199340766,28,27.9815,28.3805,-0.018499999999999517,0.3805000000000014,0.3990000000000009,12_1651200_726750000_3199000000,10_1958400_828750000_2133000000
-1.232758620689661,0.9844827586206861,2.24491577201711,1.0584962829589846,29,28.6425,29.2855,-0.3575000000000017,0.285499999999999,0.6430000000000007,8_1497600_828750000_3199000000,10_2112000_828750000_2133000000
-0.060000000000002274,1.1066666666666691,1.1673670869188226,-0.2970890609741206,30,29.982,30.332,-0.018000000000000682,0.33200000000000074,0.3500000000000014,10_1344000_930750000_3199000000,10_1651200_828750000_3199000000
-0.038709677419356305,-0.8612903225806434,-0.8228991867819769,0.35461364364623993,31,30.988,30.733,-0.012000000000000455,-0.26699999999999946,-0.254999999999999,6_1651200_930750000_3199000000,10_1804800_828750000_3199000000
-0.6562500000000027,-0.8156249999999976,-0.1604278074866259,0.35092973556518636,32,31.79,31.739,-0.21000000000000085,-0.26099999999999923,-0.05099999999999838,10_1651200_930750000_3199000000,10_1958400_828750000_3199000000
-0.9242424242424234,-1.53636363636363,-0.6178314727022425,0.974739125061036,33,32.695,32.493,-0.3049999999999997,-0.5069999999999979,-0.20199999999999818,12_1804800_930750000_3199000000,10_2112000_828750000_3199000000
-0.30588235294117416,-4.432352941176465,-4.13913146093934,1.4163429893493673,34,33.896,32.493,-0.1039999999999992,-1.506999999999998,-1.4029999999999987,12_1958400_930750000_3199000000,10_2112000_828750000_3199000000
-0.865714285714278,-3.154285714285712,-2.30855693575814,0.40443571395873956,35,34.697,33.896,-0.30299999999999727,-1.1039999999999992,-0.8010000000000019,6_1958400_1032750000_3199000000,12_1958400_930750000_3199000000
-0.2555555555555521,-3.319444444444445,-3.0717388882700276,0.6463810958862309,36,35.908,34.805,-0.09199999999999875,-1.1950000000000003,-1.1030000000000015,8_1804800_1134750000_3199000000,12_2112000_930750000_3199000000
-1.3270270270270261,-3.7837837837837798,-2.489797036347199,0.779082012176513,37,36.509,35.6,-0.49099999999999966,-1.3999999999999986,-0.9089999999999989,12_2112000_1032750000_3199000000,12_2201600_930750000_3199000000
-0.5157894736842051,-3.9236842105263148,-3.425563432441016,0.33184817199706784,38,37.804,36.509,-0.19599999999999795,-1.4909999999999997,-1.2950000000000017,6_1958400_1134750000_3199000000,12_2112000_1032750000_3199000000
-0.7358974358974335,-4.089743589743587,-3.378709994058843,0.5669512130737353,39,38.713,37.405,-0.28699999999999903,-1.5949999999999989,-1.3079999999999998,10_2112000_1134750000_3199000000,12_2201600_1032750000_3199000000
-1.9974999999999985,-6.487499999999997,-4.581515777658732,0.639162033081056,40,39.201,37.405,-0.7989999999999995,-2.594999999999999,-1.7959999999999994,6_2201600_1134750000_3199000000,12_2201600_1032750000_3199000000
-0.45121951219512746,-8.768292682926827,-8.35477153007472,0.9388587821960476,41,40.815,37.405,-0.18500000000000227,-3.594999999999999,-3.4099999999999966,6_2112000_1236750000_3199000000,12_2201600_1032750000_3199000000
-0.9023809523809471,-10.940476190476188,-10.129501934119798,1.1702238990783709,42,41.621,37.405,-0.3789999999999978,-4.594999999999999,-4.216000000000001,12_2112000_1236750000_3199000000,12_2201600_1032750000_3199000000
-0.3906976744186029,-13.011627906976742,-12.670433320881584,1.5047766365051285,43,42.832,37.405,-0.16799999999999926,-5.594999999999999,-5.427,8_2201600_1300500000_3199000000,12_2201600_1032750000_3199000000
-0.30113636363636426,-14.988636363636362,-14.73186299652362,1.5967023895263694,44,43.8675,37.405,-0.13250000000000028,-6.594999999999999,-6.462499999999999,6_2201600_1300500000_3199000000,12_2201600_1032750000_3199000000
-2.5166666666666675,-16.877777777777776,-14.73186299652362,1.5967023895263694,45,43.8675,37.405,-1.1325000000000003,-7.594999999999999,-6.462499999999999,6_2201600_1300500000_3199000000,12_2201600_1032750000_3199000000
-4.635869565217392,-18.68478260869565,-14.73186299652362,1.5967023895263694,46,43.8675,37.405,-2.1325000000000003,-8.594999999999999,-6.462499999999999,6_2201600_1300500000_3199000000,12_2201600_1032750000_3199000000
-6.664893617021277,-20.414893617021274,-14.73186299652362,1.5967023895263694,47,43.8675,37.405,-3.1325000000000003,-9.594999999999999,-6.462499999999999,6_2201600_1300500000_3199000000,12_2201600_1032750000_3199000000
-8.609375000000002,-22.072916666666664,-14.73186299652362,1.5967023895263694,48,43.8675,37.405,-4.1325,-10.594999999999999,-6.462499999999999,6_2201600_1300500000_3199000000,12_2201600_1032750000_3199000000
-10.474489795918368,-23.663265306122447,-14.73186299652362,1.5967023895263694,49,43.8675,37.405,-5.1325,-11.594999999999999,-6.462499999999999,6_2201600_1300500000_3199000000,12_2201600_1032750000_3199000000
-12.265,-25.189999999999994,-14.73186299652362,1.5967023895263694,50,43.8675,37.405,-6.1325,-12.594999999999999,-6.462499999999999,6_2201600_1300500000_3199000000,12_2201600_1032750000_3199000000
